kill,teamSkill,maxLevel,maxSkill,maxRefine,version,board,specialImage
[{""name"":"""",""type"":""normal"",""charge"":"""",""num"":0,""description"":""          "",""tag"":[]
"[{""name"":""深海狂潮"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     I.「超級水手天王星」技能 CD -1     II. 點選 1 橫行的符石     ⇒ <board>將該橫行符石轉化為 3 粒心強化符石及 3 粒水強化符石</board>     III. 石化敵方全體，使受影響目標     ⓵ 無法行動     ⓶ 轉為隊長克制屬性     持續 1 回合     1 回合內     IV. 水屬性及人類成員     ⇒ 追打水屬性攻擊 1 次     V.【水手戰士】成員     ⇒ 無視「固定連擊盾」     "",""tag"":[""減CD"",""符石轉心"",""符石轉水"",""符石轉心強化"",""符石轉水強化"",""石化敵方"",""無法行動"",""敵方轉水"",""敵方轉火"",""敵方轉木"",""敵方轉光"",""敵方轉暗"",""水屬追打"",""無視固定連擊盾"",""敵身狀態""]
"[{""name"":""宇宙震盪"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     I.「超級水手海王星」技能 CD -1     II. 點選 1 橫行的符石     ⇒ <board>將該橫行符石轉化為 3 粒光強化符石及 3 粒心強化符石</board>     III. 電擊敵方全體，使受影響目標     ⓵ 無法行動     ⓶ 轉為隊長克制屬性     持續 1 回合     1 回合內     IV. 自身攻擊力 6 倍     V.【水手戰士】成員     ⇒ 無視「三屬盾」、「五屬盾」     "",""tag"":[""減CD"",""符石轉光"",""符石轉心"",""符石轉光強化"",""符石轉心強化"",""電擊敵方"",""無法行動"",""敵方轉水"",""敵方轉火"",""敵方轉木"",""敵方轉光"",""敵方轉暗"",""增傷"",""界王拳"",""無視三屬盾"",""無視五屬盾"",""敵身狀態""]
[{""name"":""晚禮服煙霧轟炸"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I. 引爆所有符石及凍結符石     ⇒ <board>掉落固定版面的木、心符石及火強化符石</board>     II. 若隊長為【水手戰士】成員     ⇒【水手戰士】成員技能 CD -1     "",""tag"":[""引爆"",""整版引爆"",""凍結符石處理"",""引爆強制掉落"",""固定版面"",""減CD""]
"[{""name"":""籠罩之球"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     I.「妮黑蕾雅」及自身以外的【亞馬遜四重奏】成員技能 CD -1     II. 引爆自身直行符石     ⇒ 掉落水強化符石     1 回合內     III. 將移動符石時觸碰的凍結符石狀態解除     IV. 自身追打 4 次     V. 隊中每多 1 個【亞馬遜四重奏】成員     ⇒ 額外增加 1 回合效果     ⇒ 最多可持續 4 回合     "",""tag"":[""減CD"",""引爆"",""直行引爆"",""引爆強制掉落"",[""凍結符石處理"",4],[""水屬追打"",4],[""自身追打"",4]]
"[{""name"":""玉鋼之球"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     I.「妮黑蕾雅」及自身以外的【亞馬遜四重奏】成員技能 CD -1     II. 引爆自身直行符石     ⇒ 掉落火強化符石     1 回合內     III. 無視「燃燒」 (不包括「煉獄之火」)     IV. 自身攻擊力 4 倍     V. 隊中每多 1 個【亞馬遜四重奏】成員     ⇒ 額外增加 1 回合效果     ⇒ 最多可持續 4 回合     "",""tag"":[""減CD"",""引爆"",""直行引爆"",""引爆強制掉落"",[""無視燃燒"",4],[""增傷"",4],[""界王拳"",4]]
"[{""name"":""迷幻術"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     I.「妮黑蕾雅」及自身以外的【亞馬遜四重奏】成員技能 CD -1     II. 引爆自身直行符石     ⇒ 掉落木強化符石     1 回合內     III. 無視「黏腐」     IV. 減少 50% 所受傷害     V. 隊中每多 1 個【亞馬遜四重奏】成員     ⇒ 額外增加 1 回合效果     ⇒ 最多可持續 4 回合     "",""tag"":[""減CD"",""引爆"",""直行引爆"",""引爆強制掉落"",[""無視黏腐"",4],[""減傷"",4]]
"[{""name"":""雜技魔術"",""type"":""normal"",""charge"":""CD"",""num"":5,""description"":""     I.「妮黑蕾雅」及自身以外的【亞馬遜四重奏】成員技能 CD -1     II. 引爆自身直行符石     ⇒ 掉落暗強化符石     1 回合內     III. 將移動符石時觸碰的石化符石狀態解除     IV. 全隊攻擊力 2 倍     V. 隊中每多 1 個【亞馬遜四重奏】成員     ⇒ 額外增加 1 回合效果     ⇒ 最多可持續 4 回合     "",""tag"":[""減CD"",""引爆"",""直行引爆"",""引爆強制掉落"",[""石化符石處理"",4],[""增傷"",4]]
[{""name"":""真實的呈現"",""type"":""normal"",""charge"":""CD"",""num"":4,""description"":""     I.「妮黑蕾雅」技能 CD -4     1 回合內     II. 增加 4 連擊 (Combo)     III. 妖精類及魔族成員     ⇒ 以 40% 攻擊力追打水、火及木屬性攻擊各 1 次     "",""tag"":[""減CD"",""增加Combo"",""水屬追打"",""火屬追打"",""木屬追打""]
[{""name"":""不朽的青春"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     4 回合內     I.「妮黑蕾雅」及「吉爾科尼亞」     ⓵ 攻擊力 4 倍     ⓶ 無視「指定連擊法印」     ⓷ 無視「指定形狀盾」     II. 回合結束時，將場上的符石轉化為     ⇒ 五屬妖族符石各 6 粒     "",""tag"":[[""增傷"",4],[""界王拳"",4],[""無視連擊法印"",4],[""無視拼圖盾"",4],[""符石轉水"",4],[""符石轉火"",4],[""符石轉木"",4],[""符石轉光"",4],[""符石轉暗"",4],[""五屬版面"",4],[""大幅轉版"",4],[""妖族符石製造"",4]]
[{""name"":""偶像之光"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I. <board>將單數直行的符石     ⇒ 轉化為隊長屬性符石</board>     II. <board>將雙數直行的符石     ⇒ 轉化為光符石</board>     1 回合內     III. 人類成員     ⓵ 攻擊力 1.8 倍     ⓶ 無視「五屬盾」     "",""tag"":[""符石轉水"",""符石轉火"",""符石轉木"",""符石轉光"",""符石轉暗"",""大幅轉版"",""固定版面"",""增傷"",""無視五屬盾""]
[{""name"":""偶像之夢"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I. <board>將單數直行的符石     ⇒ 轉化為隊長屬性符石</board>     II. <board>將雙數直行的符石     ⇒ 轉化為暗符石</board>     1 回合內     III. 人類成員     ⓵ 攻擊力 1.8 倍     ⓶ 無視「五屬盾」     "",""tag"":[""符石轉水"",""符石轉火"",""符石轉木"",""符石轉光"",""符石轉暗"",""大幅轉版"",""固定版面"",""增傷"",""無視五屬盾""]
[{""name"":""夢境沉淪"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     I. 敵方全體進入睡眠狀態，使受影響目標無法行動，持續 2 回合     II. 全隊對置身睡眠狀態的目標的傷害額外 1.5 倍     2 回合內     III. 每回合回復 50% 生命力 (需消除符石)     "",""tag"":[[""無法行動"",2],[""增傷"",2],[""敵方受傷增加"",2],[""回血"",2],""敵身狀態""]
[{""name"":""殺戮之械"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     I. 解除機械族成員被封鎖的技能 (此技能無視封鎖技能)     II. 將所有符石轉化為     ⇒ 固定數量的「五屬及心」機械族強化符石     III. 若發動技能時所有機械族成員的行動值達至 100%     ⇒ 則<board>將所有符石轉化為固定數量及位置的「五屬及心」機械族強化符石</board>     1 回合內     IV. 每首批消除 1 組符石     ⇒ 增加 1 連擊 (Combo)     V. 自身無視敵人防禦力     "",""tag"":[""解鎖"",""符石轉水"",""符石轉火"",""符石轉木"",""符石轉光"",""符石轉暗"",""符石轉心"",""符石轉水強化"",""符石轉火強化"",""符石轉木強化"",""符石轉光強化"",""符石轉暗強化"",""符石轉心強化"",""機械族符石製造"",""五屬版面"",""五屬心版面"",""固定版面"",""大幅轉版"",""增加Combo"",""破防""]
"[{""name"":""暈惑之歷"",""type"":""normal"",""charge"":""CD"",""num"":10,""description"":""     I. 暈擊敵方全體，使受影響目標無法行動 3 回合，效果會因首批消除隊伍成員屬性符石而消失     3 回合內     II. 必然延長移動符石時間 5 秒     III. 將移動符石時觸碰的符石     ⇒ 轉化為人族強化符石     "",""tag"":[[""暈擊敵方"",3],[""無法行動"",3],[""延長轉珠時間"",3],[""符石強化"",3],[""人族符石製造"",3],[""軌跡轉化"",3],""敵身狀態""]
"[{""name"":""挺進攻勢"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     I. 將場上的符石     ⇒ 變回原始模樣     II. 引爆所有符石     ⇒ <board>掉落固定版面的水、暗及心符石</board>     2 回合內     III. 自身以 2 倍攻擊力追打 3 次     IV. 增加 10 連擊 (Combo)     "",""tag"":[""還原版面"",""引爆"",""整版引爆"",""引爆強制掉落"",""固定版面"",[""增傷"",2],[""界王拳"",2],[""水屬追打"",2],[""自身追打"",2],[""增加Combo"",2]]
"[{""name"":""幻變無垠"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     I. 點選元素法陣上的符石 3 次     ⓵ 將首 2 次點選的符石移除     ⓶ 掉落第 3 次點選的強化符石     1 回合內     II. 自身     ⓵ 攻擊力 10 倍 (攻擊力不可與其他成員共享)     ⓶ 無視「固定連擊盾」     ⓷ 無視「指定連擊法印」     "",""tag"":[""移除"",""指定符石移除"",""移除強制掉落"",""增傷"",""界王拳"",""無視固定連擊盾"",""無視連擊法印""]
[{""name"":""月亮女神的祝福"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     I. 解除自身及「希臘神」系列成員被封鎖的技能 (此技能無視封鎖技能)     II. 敵方全體轉為自身克制的屬性，持續 2 回合     1 回合內     III. 神族成員     ⓵ 攻擊力 1.5 倍     ⓶ 無視「三屬盾」、「四屬盾」、「五屬盾」     IV.「結界地型」技能生效時     ⇒ 神族成員攻擊力額外 3 倍     "",""tag"":[""解鎖"",[""敵方轉水"",2],""增傷"",""無視三屬盾"",""無視四屬盾"",""無視五屬盾"",""敵身狀態""]
[{""name"":""蹦蹦跳"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I. 解除自身被封鎖的技能 (此技能無視封鎖技能)     II. 點選 1 直行的符石     ⓵ 引爆並掉落火強化符石     ⓶ 解除該直行成員被封鎖的技能     "",""tag"":[""解鎖"",""引爆"",""直行引爆"",""引爆強制掉落""]
[{""name"":""神盾禦"",""type"":""normal"",""charge"":""EP"",""num"":6,""description"":""     I. 移除所有符石     ⇒ <board>掉落固定版面的「五屬及心」強化符石</board>     II. 將心符石添加為     ⇒ 加護符石     III. 解除「亡命爆擊」     1 回合內     IV.「灼熱地型」傷害減少 100%     V. 全隊攻擊力及回復力 2.5 倍     "",""tag"":[""移除"",""整版移除"",""移除強制掉落"",""固定版面"",""五屬版面"",""五屬心版面"",""加護符石製造"",""防爆"",""無視灼熱地型"",""增傷"",""增回""]
[{""name"":""魔刀噬"",""type"":""normal"",""charge"":""EP"",""num"":3,""description"":""     1 回合內     I. 全隊無視     ⓵「連擊相等盾」     ⓶「指定連擊法印」     ⓷「符石連擊零化」     II.「魔滅 ‧ 一願」攻擊力 1.6 倍     III. 若隊長為「魔滅 ‧ 一願」或「神創 ‧ 零覓」     ⇒ 全隊無視「反首消符石盾」     IV. 敵方全體置身「刀傷」狀態：每回合所受傷害提升，最多可提升至 4 倍，效果持續至死亡     V. 對敵方全體造成     ⇒ 1 億點光屬性傷害 (此傷害無視防禦力及「強化突破」)     "",""tag"":[""無視連擊相等盾"",""無視連擊法印"",""無視追擊零化"",[""增傷"",-1],""界王拳"",""無視反首消盾"",[""敵方受傷增加"",-1],""直傷"",""破防直傷"",""破強化直傷"",""敵身狀態""]
"[{""name"":""蜜血鎖鏈"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I. 完全回復生命力     II. <board>將第 1 及第 2 直行的符石轉化為     ⇒ 固定數量及位置的「水及心」魔族強化符石</board>     III. 點選 1 直行     ⇒ 封鎖該直行成員的主動技能 3 回合     3 回合內     IV. 該成員的攻擊力基值減至 0     V. 將被減去攻擊力基值的 2 倍     ⇒ 分別加入其他成員的攻擊力基值     "",""tag"":[""回血"",""符石轉水"",""符石轉心"",""符石轉水強化"",""符石轉心強化"",""魔族符石製造"",""固定版面"",[""我方減攻"",3],[""增傷"",3]]
[{""name"":""爆破派對"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I. 順序引爆第 1 至第 6 直行的符石     ⇒ <board>分別掉落「五屬及心」機械族強化符石各 5 粒</board>     2 回合內     II. 觸碰「連環光牢」射擊位置     ⇒ 仍可移動符石及對敵人造成傷害     III. 無視「黑洞」     IV. 機械族成員增加     ⇒ 1,000 點攻擊力基值     "",""tag"":[""引爆"",""整版引爆"",""引爆強制掉落"",""固定版面"",""機械族符石製造"",""五屬版面"",""五屬心版面"",[""無視射擊"",2],[""無視黑洞"",2],[""增傷"",2]]
[{""name"":""暴風之罰"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I.「雷神耀天 ‧ 晴賀」     ⇒ 增加 3 回合亢奮狀態     II. 解除「暴風」 1 回合，成功解除後     ⇒ 自身技能 CD -4     III. 引爆風化符石     ⇒ 掉落神族強化符石     1 回合內     IV. 神族成員攻擊力及回復力 1.8 倍     "",""tag"":[[""亢奮狀態"",3],[""增傷"",3],""解除暴風"",""減CD"",""引爆"",""風化符石處理"",""神族符石製造"",""增回""]
[{""name"":""天雷之罰"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I.「風神怒疾 ‧ 志那都」     ⇒ 增加 3 回合亢奮狀態     II. 解除「連環光牢」 1 回合，成功解除後     ⇒ 自身技能 CD -4     III. 引爆電擊符石     ⇒ 掉落神族強化符石     1 回合內     IV. 神族成員攻擊力及回復力 1.8 倍     "",""tag"":[[""亢奮狀態"",3],[""增傷"",3],""解除射擊"",""減CD"",""引爆"",""電擊符石處理"",""神族符石製造"",""增回""]
[{""name"":""風雷交加"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I. 解除「雛祭令嬡 ‧ 京子」、「風神怒疾 ‧ 志那都」、「雷神耀天 ‧ 晴賀」被封鎖的技能及休眠狀態 (此技能無視封鎖、休眠技能)     II.「風神怒疾 ‧ 志那都」、「雷神耀天 ‧ 晴賀」     ⇒ 技能 CD -5     III. 將所有符石添加為神族符石     IV. 消除 ≥5 粒神族符石     ⇒ 神族成員無視     ⓵「指定形狀盾」     ⓶「攻前盾」     V. 若發動技能時「風神怒疾 ‧ 志那都」或「雷神耀天 ‧ 晴賀」為亢奮狀態     ⇒ 增加 10 連擊 (Combo)     "",""tag"":[""解鎖"",""解除休眠"",""減CD"",""神族符石製造"",""無視拼圖盾"",""無視攻前盾"",""增加Combo"",""多重左上狀態""]
[{""name"":""雛偶指令"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     1 回合內     I. 延長移動符石時間至 15 秒     II. 機械族成員無視     ⓵「攻前盾」     ⓶「固定連擊盾」     III. 增加 5 連擊 (Combo)，若發動技能時所有機械族成員的行動值達至 100%     ⇒ 則增加 15 連擊 (Combo)     "",""tag"":[""延長轉珠時間"",""無視攻前盾"",""無視固定連擊盾"",""增加Combo""]
[{""name"":""炙熱魔法"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I. 點選元素法陣上的符石 2 次     ⇒ 引爆首次點選的符石     ⇒ 掉落第 2 次點選的強化符石     II. 若有點選火符石     ⇒ 自身技能 CD -2     1 回合內     III. 火屬性及人類成員攻擊力 2 倍     "",""tag"":[""引爆"",""指定符石引爆"",""引爆強制掉落"",""減CD"",""增傷""]
[{""name"":""預言之靈"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     I. 解除「亡命爆擊」     II. 將所有符石添加為妖族符石     1 回合內     III. 迴避每個敵人的首次攻擊     IV. 觸碰「爆破炸彈」     ⇒ 不會受到傷害     "",""tag"":[""防爆"",""妖族符石製造"",""迴避"",""爆破炸彈處理""]
[{""name"":""暴走的城堡"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I. 若發動技能時機械族成員的行動值未滿     ⇒ 機械族成員的行動值提升至 100%     II. 反之，自身技能 CD -1     III. 解除機械族成員的休眠狀態，成功解除後     ⇒ 自身技能 CD -2 (此技能無視休眠技能)     IV. 引爆所有符石     ⇒ 掉落機械族成員屬性強化符石     "",""tag"":[""行動值提升"",""減CD"",""解除休眠"",""引爆"",""整版引爆"",""引爆強制掉落""]
[{""name"":""吉姆狂拳"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I. 解除獸類成員的休眠狀態     II. 點選元素法陣上的符石 1 次     ⇒ 引爆所有符石     ⇒ 掉落該種符石以外的獸族符石     1 回合內     III. 消除符石後掉落該種符石以外的符石     IV. 迴避獸類敵人的所有攻擊     "",""tag"":[""解除休眠"",""引爆"",""整版引爆"",""獸族符石製造"",""引爆強制掉落"",""天降強制掉落"",""迴避""]
"[{""name"":""守護艾連"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I. 自身     ⓵ 攻擊力 1.5 倍     ⓶ 無視「攻前盾」     II. 將移動符石時觸碰的符石     ⇒ 轉化為強化符石     III. 消除屬性符石     ⇒ 自身追打該屬性攻擊 1 次     IV. 首批消除水或火符石     ⇒ 增加 5 連擊 (Combo)     (效果會在關閉此技能或死亡後消失)          此技能可隨時關閉，關閉時：     ⓵ 將水、火及光符石添加為     ⇒ 人族符石     ⓶ 若隊中有 ≥2 個【調查兵團】成員     ⇒ 則將所有符石添加為人族符石     "",""tag"":[[""增傷"",-1],[""界王拳"",-1],[""無視攻前盾"",-1],[""符石強化"",-1],[""軌跡轉化"",-1],[""水屬追打"",-1],[""火屬追打"",-1],[""木屬追打"",-1],[""光屬追打"",-1],[""五屬追打"",-1],[""暗屬追打"",-1],[""自身追打"",-1],[""增加Combo"",-1],""隨時關閉"",""人族符石製造"",""頭像狀態""]
RUE,,"[{""name"":""座標之力"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     I. 解除【調查兵團】、【巨人】及火屬性成員被封鎖的技能 (此技能無視封鎖技能)     1 回合內     II. 自身     ⓵ 攻擊力 5 倍     ⓶ 無視敵人防禦力     III. 擊中敵人後暈擊敵方，使受影響目標無法行動，持續 1 回合     "",""tag"":[""解鎖"",""增傷"",""界王拳"",""破防"",""暈擊敵方"",""無法行動"",""敵身狀態""]
RUE,,"[{""name"":""驅逐巨人！"",""type"":""normal"",""charge"":""EP"",""num"":7,""description"":""     I. 解除【調查兵團】、【巨人】及火屬性成員被封鎖的技能 (此技能無視封鎖技能)     1 回合內     II. 自身     ⓵ 攻擊力 6 倍     ⓶ 無視敵人防禦力     III. 攻擊敵人後暈擊敵方，使受影響目標無法行動，持續 1 回合     "",""tag"":[""解鎖"",""增傷"",""界王拳"",""破防"",""暈擊敵方"",""無法行動"",""敵身狀態""]
"[{""name"":""狩獵觸覺"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     1 回合內     I. 發動技能及回合結束時     ⇒ 完全回復生命力     II. 無視「黏腐」     III. 迴避每個人類以外敵人的首次攻擊     IV. 若隊長為【調查兵團】成員     ⇒ 則迴避每個敵人的首次攻擊     V. 成功迴避敵人攻擊後     ⇒ 全隊增加 2 回合亢奮狀態     "",""tag"":[""回血"",""無視黏腐"",""迴避"",[""亢奮狀態"",2],[""增傷"",2]]
RUE,,"[{""name"":""作戰計劃"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I. 還原所有「碎裂」的位置     II. 引爆風化符石          III. 全隊攻擊力 1.5 倍     IV.【調查兵團】成員     ⇒ 攻擊力額外 1.5 倍     V. 所有成員以 50% 攻擊力     ⇒ 追打光屬性攻擊 1 次          III - V 效果會在進入下一層數 (Wave) 時消失     "",""tag"":[""碎裂還原"",""引爆"",""風化符石處理"",[""增傷"",-1],[""光屬追打"",-1],[""全隊追打"",-1]]
RUE,,"[{""name"":""超大型巨人的怪力"",""type"":""normal"",""charge"":""EP"",""num"":6,""description"":""     I. 還原所有「碎裂」的位置     II. 引爆所有符石     ⇒ 掉落人族符石     III. 全隊攻擊力 1.5 倍     IV.【調查兵團】成員     ⇒ 攻擊力額外 1.5 倍     V. 所有成員     ⇒ 追打光屬性攻擊 1 次          III - V 效果會在進入下一層數 (Wave) 時消失     "",""tag"":[""碎裂還原"",""引爆"",""整版引爆"",""人族符石製造"",[""增傷"",-1],[""光屬追打"",-1],[""全隊追打"",-1]]
"[{""name"":""迴旋斬"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     I. 將所有符石轉化為     ⇒ <board>固定數量及位置的五屬強化符石</board>，若隊長為「里維兵長」     ⇒ 則移除所有符石     ⇒ <board>掉落固定版面的五屬強化符石</board>     2 回合內     II. 自身     ⓵ 攻擊力 4 倍     ⓶ 以 50% 攻擊力追打 4 次     III. 受敵人反擊傷害減少 100%     IV. 自身無視     ⓵「指定形狀盾」     ⓶「連擊相等盾」     V. 若有擊斃敵人，於回合結束時，將所有符石轉化為     ⇒ <board>固定數量及位置的五屬強化符石</board>     "",""tag"":[[""符石轉水"",2],[""符石轉火"",2],[""符石轉木"",2],[""符石轉光"",2],[""符石轉暗"",2],[""符石轉水強化"",2],[""符石轉火強化"",2],[""符石轉木強化"",2],[""符石轉光強化"",2],[""符石轉暗強化"",2],[""五屬版面"",2],[""大幅轉版"",2],[""固定版面"",2],""移除"",""整版移除"",""移除強制掉落"",[""增傷"",2],[""界王拳"",2],[""暗屬追打"",2],[""自身追打"",2],[""防反擊"",2],[""無視拼圖盾"",2],[""無視連擊相等盾"",2]]
"[{""name"":""作戰的決意"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I.【調查兵團】成員     ⓵ 技能 CD -1     ⓶ 技能 EP +1     (每層最多觸發 1 次)     II. 將所有符石轉化為     ⇒ 固定數量的「五屬及心」強化符石     III. 若隊長為【調查兵團】成員     ⇒ 則轉化為<board>固定數量及位置的「五屬及心」強化符石</board>     "",""tag"":[""減CD"",""回復EP"",""符石轉水"",""符石轉火"",""符石轉木"",""符石轉光"",""符石轉暗"",""符石轉心"",""符石轉水強化"",""符石轉火強化"",""符石轉木強化"",""符石轉光強化"",""符石轉暗強化"",""符石轉心強化"",""五屬版面"",""五屬心版面"",""大幅轉版"",""固定版面""]
"[{""name"":""王族的血統"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     2 回合內     I. 「一步一傷」傷害減至 0     II. 將移動符石時觸碰的首 5 粒符石轉化為     ⇒ 光人族強化符石     III. 自身     ⓵ 攻擊力 4 倍     ⓶ 無視「攻前盾」     "",""tag"":[[""無視一步一傷"",2],[""符石轉光"",2],[""符石轉光強化"",2],[""人族符石製造"",2],[""軌跡轉化"",2],[""增傷"",2],[""界王拳"",2],[""無視攻前盾"",2]]
"[{""name"":""巨人狂熱"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     I. 消除所有附加效果     1 回合內     II. 無視「燃燒」     III. 點選元素法陣上的符石 2 次     ⓵ 首次點選的符石首批 1 粒即可發動消除     ⓶ 根據第 2 次點選的符石屬性     ⇒【調查兵團】成員追打 1 次     ⇒ 點選心符石則追打無屬性攻擊 1 次     "",""tag"":[""附加消除"",""無視燃燒"",""一消"",""水屬追打"",""火屬追打"",""木屬追打"",""光屬追打"",""暗屬追打"",""無屬追打""]
"[{""name"":""人海戰術"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I. 解除【調查兵團】成員休眠狀態     II. 將【調查兵團】成員的疲憊狀態     ⇒ 變為亢奮狀態     III.【調查兵團】成員     ⇒ 增加 2 回合亢奮狀態     IV. 若隊長為【調查兵團】成員     ⇒ 增加 10 連擊 (combo)     "",""tag"":[""解除休眠"",""解除疲憊"",[""亢奮狀態"",2],[""增傷"",2],""增加Combo""]
[{""name"":""殺人魔槍擊"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     點選場上的符石 3 次：     I. 以該符石為中心，將「3x3」位置的符石     ⇒ 分別轉化為所點選的符石 (包括種族、強化符石)     1 回合內     II. 自身攻擊力 4 倍     "",""tag"":[""符石轉水"",""符石轉火"",""符石轉木"",""符石轉光"",""符石轉暗"",""符石轉心"",""符石轉水強化"",""符石轉火強化"",""符石轉木強化"",""符石轉光強化"",""符石轉暗強化"",""符石轉心強化"",""人族符石製造"",""獸族符石製造"",""妖族符石製造"",""龍族符石製造"",""神族符石製造"",""魔族符石製造"",""機械族符石製造"",""增傷"",""界王拳""]
[{""name"":""沒有技能"",""type"":""normal"",""charge"":""CD"",""num"":0,""description"":""     沒有技能     "",""tag"":[]
"[{""name"":""高温蒸氣 (貝爾托特)"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     I. 額外增加 3 行符石     II. 延長移動符石時間至 15 秒     1 回合內     III. 消除符石後首批掉落的符石     ⇒ 必定為火符石     IV. 消除 ≥30 粒火符石     ⇒【巨人】成員無視     ⓵「固定連擊盾」     ⓶「指定形狀盾」     "",""tag"":[""增加符石"",""延長轉珠時間"",""天降強制掉落"",""無視固定連擊盾"",""無視拼圖盾""]
"[{""name"":""炮擊裝置"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I. 對敵方全體造成 2,000 萬點水屬性傷害 (此傷害無視防禦力及「強化突破」)，若以此傷害擊斃敵人     ⇒ 自身技能 CD -6     II. 反之，【巨人】成員     ⇒ 增加 1 回合亢奮狀態     "",""tag"":[""直傷"",""破防直傷"",""破強化直傷"",""減CD"",""亢奮狀態"",""增傷""]
"[{""name"":""驚人咬合力"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I.「顎之巨人」     ⇒ 進入【硬質化】模式     II. 若自身位於最左方 3 直行的成員位置     ⇒ <board 1>引爆左方 3 直行的符石分別掉落「木、心、木」人族強化符石</board>     III. 若自身位於最右方 3 直行的成員位置     ⇒ <board 2>引爆右方 3 直行的符石分別掉落「水、火、木」人族強化符石</board>     1 回合內     IV. 自身     ⓵ 攻擊力 3 倍     ⓶ 無視「攻前盾」     "",""tag"":[""引爆"",""直行引爆"",""引爆強制掉落"",""固定版面"",""人族符石製造"",""增傷"",""界王拳"",""無視攻前盾""]
"[{""name"":""高超格鬥術"",""type"":""normal"",""charge"":""CD"",""num"":6,""description"":""     I.「亞妮 ‧ 雷恩哈特與女巨人」     ⇒ 進入【硬質化】模式     1 回合內     II. 全隊傷害可克制敵人     III. 自身攻擊力 3 倍     IV. 所有成員追打無屬性攻擊 1 次     "",""tag"":[""屬性剋制改變"",""增傷"",""界王拳"",""無屬追打"",""全隊追打""]
"[{""name"":""硬質化工具"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     I.「戰槌巨人」     ⇒ 進入【硬質化】模式     1 回合內     II. 將移動符石時觸碰的凍結符石狀態解除     ⇒ 並轉化為光人族符石     III. 消除光符石     ⇒ 自身攻擊力 4 倍     IV. 消除心符石     ⇒ 所受傷害不會使你死亡     "",""tag"":[""凍結符石處理"",""符石轉光"",""人族符石製造"",""軌跡轉化"",""增傷"",""界王拳"",""意志""]
"[{""name"":""盔甲突擊"",""type"":""normal"",""charge"":""CD"",""num"":7,""description"":""     I.「萊納 ‧ 布朗與盔甲巨人」     ⇒ 進入【硬質化】模式     1 回合內     II. 減少 70% 所受傷害     III. 全隊攻擊力 2 倍     IV. 下回合     ⓵ 所受傷害減至 0 (包括「喋血屠刀」等扣除召喚師指定 % 生命力的敵技所造成的傷害)     ⓶ 全隊攻擊力 3 倍     "",""tag"":[""減傷"",[""增傷"",2],""硬減傷""]
"[{""name"":""炮彈式投擲"",""type"":""normal"",""charge"":""CD"",""num"":8,""description"":""     I. 引爆暗以外的符石     ⓵ 對敵方全體     ⇒ 造成暗屬性傷害     ⓶ 掉落人族符石     1 回合內     II. 全隊無視敵人防禦力     III.【巨人】成員以 30% 攻擊力追打     ⇒ 暗屬性攻擊 10 次     "",""tag"":[""引爆"",""暗外符石引爆"",""直傷"",""破防直傷"",""人族符石製造"",""破防"",""暗屬追打""]
